"","DF$name","Sieges","V1","Name1","Nat1","SiegeOb1","Perc1","V2","Name2","Nat2","SiegeOb2","Perc2","V3","Name3","Nat3","SiegeOb3","Perc3","V4","Name4","Nat4","SiegeOb4","Perc4","V5","Name5","Nat5","SiegeOb5","Perc5","V6","Name6","Nat6","SiegeOb6","Perc6","V7","Name7","Nat7","SiegeOb7","Perc7","V8","Name8","Nat8","SiegeOb8","Perc8","V9","Name9","Nat9","SiegeOb9","Perc9","V10","Name10","Nat10","SiegeOb10","Perc10","V11","Name11","Nat11","SiegeOb11","Perc11","V12","Name12","Nat12","SiegeOb12","Perc12","V13","Name13","Nat13","SiegeOb13","Perc13","V14","Name14","Nat14","SiegeOb14","Perc14","V15","Name15","Nat15","SiegeOb15","Perc15"
"254","مساكن",30,4877,"Ennahdha","Liste partisane",12,"5.98%",1791,"Nidaa Tounes","Liste partisane",5,"7.10%",1509,"Courant Démocrate","Liste partisane",4,"9.29%",1084,"Msakin Tourid","Liste indépendante",3,"7.55%",881,"Taryq Alraqi","Liste indépendante",2,"12.93%",829,"Union Civile","Liste de coalition",2,"41.79%",698,"Front Populaire","Liste de coalition",2,"15.35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","سيدي الهاني",18,1226,"Nidaa Tounes","Liste partisane",10,"43.11%",929,"Ennahdha","Liste partisane",8,"56.89%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","كندار",18,1549,"Ennahdha","Liste partisane",7,"11.69%",1143,"Nidaa Tounes","Liste partisane",6,"4.01%",437,"Fabihyth Almustaqbal Likindar","Liste indépendante",2,"6.02%",235,"Machrouu Tounes","Liste partisane",1,"41.43%",225,"Courant Démocrate","Liste partisane",1,"6.29%",150,"Kindar Liljamyea","Liste indépendante",1,"30.57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","سيدي بو علي",18,797,"Tayar","Liste indépendante",3,"10.57%",767,"Al'Amana W Alwafa","Liste indépendante",3,"16.22%",748,"Ennahdha","Liste partisane",3,"4.93%",500,"Front Populaire","Liste de coalition",2,"10.00%",473,"Awladuna","Liste indépendante",2,"4.23%",357,"Afek Tounes","Liste partisane",1,"16.85%",339,"Nidaa Tounes","Liste partisane",1,"7.55%",233,"Altumuh","Liste indépendante",1,"15.82%",200,"Bikum Nastatiiea","Liste indépendante",1,"3.85%",182,"Machrouu Tounes","Liste partisane",1,"7.17%",133,"Parti Destourien Libre Pdl","Liste partisane",0,"2.81%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","القلعة الكبرى",30,2389,"Afek Tounes","Liste partisane",9,"11.23%",1856,"Ennahdha","Liste partisane",7,"17.91%",1479,"Alqaleat Awla","Liste indépendante",6,"5.60%",937,"Nidaa Tounes","Liste partisane",3,"2.51%",927,"Alqalea Aljadyda","Liste indépendante",3,"28.93%",462,"Shababana Mustaqbalina","Liste indépendante",2,"22.48%",207,"Zitouna","Liste indépendante",0,"11.35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","شط مريم",12,343,"Ennahdha","Liste partisane",3,"18.94%",339,"Afek Tounes","Liste partisane",3,"17.78%",297,"Nidaa Tounes","Liste partisane",2,"21.91%",293,"Ahrar Shati Maryem","Liste indépendante",2,"22.17%",275,"Floukat Alshat","Liste indépendante",2,"19.20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","أكودة",24,1976,"Nidaa Tounes","Liste partisane",9,"15.61%",1267,"Qayimat Alburii","Liste indépendante",6,"23.87%",829,"Akouda Ghadwa Khyr","Liste indépendante",4,"15.18%",806,"Ennahdha","Liste partisane",3,"8.12%",431,"Machrouu Tounes","Liste partisane",2,"37.22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","القلعة الصغرى",24,1410,"Ennahdha","Liste partisane",6,"8.62%",1151,"Altahadiy","Liste indépendante",5,"20.93%",999,"Nidaa Tounes","Liste partisane",5,"17.33%",953,"Lazimna Naqifuu Lilqalea","Liste indépendante",4,"9.33%",513,"Qadamoun...","Liste indépendante",2,"25.64%",474,"Al'Iiqlae","Liste indépendante",2,"18.16%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","سوسة",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","زاوية سوسة",18,1476,"Nidaa Tounes","Liste partisane",8,"32.36%",1063,"Ennahdha","Liste partisane",6,"44.93%",746,"Union Populaire Républicaine","Liste partisane",4,"22.71%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","قصيبة الثريات",18,1483,"Altahadiy","Liste indépendante",9,"5.94%",601,"Ennahdha","Liste partisane",3,"4.30%",337,"Beni Watani","Liste partisane",2,"48.65%",315,"Nidaa Tounes","Liste partisane",2,"11.06%",181,"Al'Amal","Liste indépendante",1,"19.72%",131,"Alqayimat Almustaqilat Al'Iislah W Almusalaha","Liste indépendante",1,"10.33%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","المسعدين",18,1185,"Ennahdha","Liste partisane",8,"42.92%",1061,"Alkafa'At W Al'Iinjaz","Liste indépendante",8,"47.94%",226,"Nidaa Tounes","Liste partisane",2,"9.14%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","الزهور",18,1138,"Zohour Alghad","Liste indépendante",10,"27.39%",903,"Almustaqbal 'Afdal","Liste indépendante",8,"34.52%",598,"Ennahdha","Liste partisane",6,"3.55%",541,"Nidaa Tounes","Liste partisane",5,"18.14%",117,"Afek Tounes","Liste partisane",1,"16.41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","جربة حومة السوق",30,5254,"Ennahdha","Liste partisane",13,"3.15%",1766,"Aleayn...","Liste indépendante",4,"14.34%",1588,"Jerba Tajamaena","Liste indépendante",4,"10.12%",1247,"Jerba Rawyt 'Ukhraa","Liste indépendante",3,"12.89%",856,"Nidaa Tounes","Liste partisane",2,"6.09%",750,"AL IRADA","Liste partisane",2,"42.65%",469,"Mouvement Du Peuple","Liste partisane",1,"3.81%",388,"Union Civile","Liste de coalition",1,"6.95%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","جربة اجيم",18,2314,"Ennahdha","Liste partisane",11,"23.62%",870,"Alwifaq","Liste indépendante",4,"62.83%",499,"Nidaa Tounes","Liste partisane",3,"13.55%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","جربة ميدون",30,3531,"Ennahdha","Liste partisane",12,"11.49%",1776,"Mydoun Almustaqbal","Liste indépendante",6,"20.79%",1050,"AL IRADA","Liste partisane",4,"12.29%",982,"Al'Amal","Liste indépendante",4,"41.33%",619,"Mouvement Du Peuple","Liste partisane",2,"7.24%",586,"Nidaa Tounes","Liste partisane",2,"6.86%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","بن قردان",30,6019,"Ennahdha","Liste partisane",15,"0.84%",3638,"Ben Gardane Awla","Liste indépendante",9,"3.60%",594,"AL IRADA","Liste partisane",2,"3.16%",442,"Aitihad Ben Gardane","Liste indépendante",1,"29.60%",440,"Qayimat Almustaqbal","Liste indépendante",1,"2.10%",408,"Nidaa Tounes","Liste partisane",1,"3.58%",388,"Al'Amal","Liste indépendante",1,"4.83%",258,"Ben Gardane Tatahida","Liste indépendante",0,"48.97%",103,"Union Civile","Liste de coalition",0,"3.32%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","جرجيس",24,3427,"Ennahdha","Liste partisane",10,"15.89%",1933,"Nidaa Tounes","Liste partisane",5,"15.31%",1324,"Zarzis Alhabyba","Liste indépendante",4,"4.48%",1276,"Zarzis Awla","Liste indépendante",4,"41.13%",373,"Afek Tounes","Liste partisane",1,"23.20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","جرجيس الشمالية",24,2284,"Ennahdha","Liste partisane",9,"34.89%",2153,"Zarzis Almustaqbal","Liste indépendante",8,"6.74%",1317,"Nidaa Tounes","Liste partisane",5,"37.02%",416,"Zarzis Alta'Aluq","Liste indépendante",2,"21.35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","بني خداش",24,2820,"Ennahdha","Liste partisane",15,"13.25%",1037,"Nidaa Tounes","Liste partisane",6,"63.43%",589,"AL IRADA","Liste partisane",3,"23.32%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","مدنين",36,7380,"Ennahdha","Liste partisane",18,"2.29%",1418,"Nidaa Tounes","Liste partisane",4,"5.81%",968,"Midnyn Afdhal","Liste indépendante",2,"6.42%",941,"AL IRADA","Liste partisane",2,"1.65%",877,"Alnajma","Liste indépendante",2,"4.31%",822,"Courant Démocrate","Liste partisane",2,"6.24%",735,"Mouvement Du Peuple","Liste partisane",2,"5.45%",703,"Mouvement De La Lutte Patriotique","Liste partisane",2,"48.91%",651,"Qayimat Midnyn Liltanmya","Liste indépendante",2,"4.66%",345,"Union Civile","Liste de coalition",0,"4.87%",249,"Minkum W Fykom","Liste indépendante",0,"9.40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","سيدي مخلوف",24,1388,"Ennahdha","Liste partisane",10,"14.19%",593,"Nidaa Tounes","Liste partisane",4,"11.64%",462,"Al'Amal","Liste indépendante",4,"13.30%",433,"Ittihad Sidi Makhluf","Liste indépendante",3,"42.64%",379,"Altahadi","Liste indépendante",3,"18.22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","بوغرارة",12,1010,"Ennahdha","Liste partisane",6,"27.34%",602,"Almustaqbal","Liste indépendante",3,"45.87%",590,"Nidaa Tounes","Liste partisane",3,"26.79%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","الزارات",12,1450,"Eyn Almuatin","Liste indépendante",8,"66.88%",654,"Ennahdha","Liste partisane",4,"30.17%",64,"Nidaa Tounes","Liste partisane",0,"2.95%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","‫طبلبو‬",18,1171,"Ennahdha","Liste partisane",5,"11.95%",566,"Qayimat Alshirae","Liste indépendante",2,"11.74%",545,"Ghadwat Khyr","Liste indépendante",2,"12.26%",531,"Albina","Liste indépendante",2,"12.73%",522,"Aleadala","Liste indépendante",2,"10.62%",472,"Tumuhana","Liste indépendante",2,"7.00%",327,"Nidaa Tounes","Liste partisane",2,"26.34%",311,"Courant Démocrate","Liste partisane",1,"7.36%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","قابس",30,5760,"Ennahdha","Liste partisane",12,"4.65%",2478,"Courant Démocrate","Liste partisane",5,"9.44%",2396,"Nidaa Tounes","Liste partisane",5,"6.87%",1365,"Al'Iitlaf Almadaniu","Liste indépendante",3,"3.22%",993,"Qayimat Altahadi","Liste indépendante",2,"17.14%",672,"Front Populaire","Liste de coalition",2,"2.29%",466,"AL IRADA","Liste partisane",1,"39.83%",331,"El Binaa Al Watani","Liste partisane",0,"16.57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","بوشمة",18,825,"Ennahdha","Liste partisane",6,"10.20%",452,"AL IRADA","Liste partisane",4,"13.88%",321,"Alwifaq","Liste indépendante",2,"10.12%",245,"Nidaa Tounes","Liste partisane",2,"19.54%",236,"Altahadiy","Liste indépendante",2,"35.67%",234,"Bushimat Yd Wahda","Liste indépendante",2,"10.59%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","غنوش",24,2387,"Ennahdha","Liste partisane",17,"6.57%",500,"Nidaa Tounes","Liste partisane",3,"10.20%",354,"AL IRADA","Liste partisane",2,"68.81%",228,"Ghanush - Madynati","Liste indépendante",2,"14.41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","المطوية",18,1813,"Lam Alshaml Lil'Iiqlae","Liste indépendante",9,"47.28%",1292,"Ennahdha","Liste partisane",6,"33.69%",452,"Machrouu Tounes","Liste partisane",2,"11.79%",278,"Nidaa Tounes","Liste partisane",1,"7.25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","شنني نحال",18,1257,"Ennahdha","Liste partisane",8,"27.00%",744,"Courant Démocrate","Liste partisane",5,"27.14%",740,"Alqayimat Almustaqilat Sharakata...Wahada...Biyya","Liste indépendante",5,"45.86%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","قرقنة",18,872,"Klna Kerkennah","Liste indépendante",4,"15.95%",563,"Ennahdha","Liste partisane",3,"10.79%",559,"Shirae Kerkennah","Liste indépendante",3,"25.29%",550,"Front Populaire","Liste de coalition",3,"16.21%",532,"Nidaa Tounes","Liste partisane",3,"16.33%",372,"Ahibba' Aljazyra","Liste indépendante",2,"15.43%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","العامرة",24,2418,"Ennahdha","Liste partisane",14,"21.74%",904,"Iiqlae","Liste indépendante",5,"58.14%",837,"Nidaa Tounes","Liste partisane",5,"20.13%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","صفاقس",42,13967,"Ennahdha","Liste partisane",14,"4.43%",7486,"Courant Démocrate","Liste partisane",8,"4.91%",7424,"Nidaa Tounes","Liste partisane",7,"5.34%",3549,"Beni Watani","Liste partisane",4,"2.84%",3380,"Parti Destourien Libre Pdl","Liste partisane",3,"2.11%",2426,"Nadhef#","Liste indépendante",2,"7.81%",2230,"Union Civile","Liste de coalition",2,"16.47%",2015,"Front Populaire","Liste de coalition",2,"30.73%",1289,"Taryq Alraffah","Liste indépendante",0,"1.61%",957,"AL IRADA","Liste partisane",0,"16.33%",731,"Mouvement Du Peuple","Liste partisane",0,"7.44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","الغريبة",18,1069,"Nidaa Tounes","Liste partisane",10,"7.75%",644,"Ennahdha","Liste partisane",6,"34.68%",144,"El Binaa Al Watani","Liste partisane",2,"57.57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","ساقية الزيت",30,4818,"Ennahdha","Liste partisane",11,"5.71%",2487,"Alssaqyt Almazyana","Liste indépendante",6,"18.50%",2251,"Courant Démocrate","Liste partisane",5,"4.87%",1856,"Nidaa Tounes","Liste partisane",4,"4.52%",767,"Front Populaire","Liste de coalition",2,"16.75%",655,"Eashaq Al'Ard","Liste indépendante",1,"35.84%",608,"AL IRADA","Liste partisane",1,"13.81%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","ساقية الدائر",24,4433,"Ennahdha","Liste partisane",12,"5.57%",2366,"Courant Démocrate","Liste partisane",6,"25.87%",1156,"Nidaa Tounes","Liste partisane",3,"48.47%",682,"Parti Destourien Libre Pdl","Liste partisane",2,"12.64%",509,"AL IRADA","Liste partisane",1,"7.46%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","العوابد الخزانات",24,1645,"Ennahdha","Liste partisane",9,"6.67%",576,"Nidaa Tounes","Liste partisane",3,"7.51%",375,"Alwatan Alsaghyr","Liste indépendante",2,"8.83%",336,"Eyn Turkya","Liste indépendante",2,"7.92%",319,"Alkaramat Lilmuatin","Liste indépendante",2,"6.97%",296,"Courant Démocrate","Liste partisane",2,"38.75%",283,"Front Populaire","Liste de coalition",2,"4.12%",240,"Mouvement Du Peuple","Liste partisane",1,"5.65%",175,"Machrouu Tounes","Liste partisane",1,"13.57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","الحاجب",18,797,"Ennahdha","Liste partisane",6,"8.30%",589,"Altahadiy","Liste indépendante",5,"25.32%",328,"Tibdyl Alsuruj Raha","Liste indépendante",3,"14.10%",267,"Nidaa Tounes","Liste partisane",2,"34.26%",193,"Al'Iiqlae Min Ajl Ghad 'Afdal","Liste indépendante",1,"6.53%",152,"Machrouu Tounes","Liste partisane",1,"11.48%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","طينة",24,1831,"Nidaa Tounes","Liste partisane",8,"7.45%",1742,"Ennahdha","Liste partisane",8,"10.25%",550,"Tynat Lil'Amam","Liste indépendante",3,"10.34%",545,"Fabihythou Thiya Tyna","Liste indépendante",2,"32.76%",396,"Front Populaire","Liste de coalition",2,"4.76%",253,"Machrouu Tounes","Liste partisane",1,"34.44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","قرمدة",24,3017,"Ennahdha","Liste partisane",9,"11.12%",1932,"Qaramdat Ghadwat Khyr","Liste indépendante",6,"23.82%",1178,"Courant Démocrate","Liste partisane",3,"2.64%",902,"Almustaqbal","Liste indépendante",3,"14.53%",867,"Nidaa Tounes","Liste partisane",3,"37.20%",214,"Shay Ma Ytakhaba","Liste indépendante",0,"10.69%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","العين",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","الشيحية",24,3049,"Courant Démocrate","Liste partisane",10,"39.51%",2955,"Ennahdha","Liste partisane",9,"38.29%",1104,"Nidaa Tounes","Liste partisane",3,"7.90%",610,"Machrouu Tounes","Liste partisane",2,"14.30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","الساحلين معتمر",18,1502,"Ennahdha","Liste partisane",6,"25.90%",1109,"Alaahd","Liste indépendante",5,"15.58%",1004,"Nidaa Tounes","Liste partisane",4,"35.08%",667,"Alzzytouna","Liste indépendante",3,"23.45%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","خنيس",18,991,"Almadina","Liste indépendante",8,"40.70%",841,"Ennahdha","Liste partisane",6,"6.65%",441,"Nidaa Tounes","Liste partisane",3,"34.54%",162,"AL IRADA","Liste partisane",1,"18.11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
